359858024377606,300,863,9000121755,863 AAA,3,CLIENTE 3,3,OU 3,2,10205,DRIVER 10205
356363056775135,3557,4247,9000148597,4247 AAA,337,CLIENTE 337,1764,OU 1764,3,14543,DRIVER 14543
355504069001289,5860,6247,9000172410,6247 AAA,337,CLIENTE 337,1764,OU 1764,3,14542,DRIVER 14542
355504069048801,5861,4247,9000172431,4247 AAA,337,CLIENTE 337,1764,OU 1764,3,14543,DRIVER 14543
356363050605346,3080,3565,9000129980,3565 AAA,30,CLIENTE 30,121,OU 121,1,12585,DRIVER 12585
356363051376939,3483,3963,9000137726,3963 AAA,30,CLIENTE 30,119,OU 119,1,12633,DRIVER 12633
356363050606468,4556,5136,9000130472,5136 AAA,3,CLIENTE 3,3,OU 3,2,13366,DRIVER 13366
353705060984389,3926,4483,9000152606,4483 AAA,79,CLIENTE 79,217,OU 217,3,12901,DRIVER 12901
353705061082894,3910,4374,9000152567,4374 AAA,151,CLIENTE 151,1497,OU 1497,3,12859,DRIVER 12859
356363050370503,2003,2458,9000138305,2458 AAA,32,CLIENTE 32,118,OU 118,1,11486,DRIVER 11486
356363050108283,3033,2490,9000138092,2490 AAA,25,CLIENTE 25,153,OU 153,3,12217,DRIVER 12217
356363051322503,3056,3355,9000137431,3355 AAA,25,CLIENTE 25,146,OU 146,3,13550,DRIVER 13550
353705061037799,5260,6309,9000155961,6309 AAA,1502,CLIENTE 1502,,SIN OU,3,,SIN DRIVER
353705061083090,5707,6099,9000152803,6099 AAA,79,CLIENTE 79,217,OU 217,3,14453,DRIVER 14453
353705061083132,5708,6100,9000152566,6100 AAA,79,CLIENTE 79,217,OU 217,3,14440,DRIVER 14440
353705061081912,5709,6101,9000152527,6101 AAA,79,CLIENTE 79,217,OU 217,3,14368,DRIVER 14368
353705060982722,5710,6102,9000152516,6102 AAA,79,CLIENTE 79,217,OU 217,3,14450,DRIVER 14450
356363056594130,5711,6103,9000155634,6103 AAA,79,CLIENTE 79,217,OU 217,3,14454,DRIVER 14454
353705061060536,5712,6104,9000152374,6104 AAA,79,CLIENTE 79,217,OU 217,3,14370,DRIVER 14370
353705061084163,5713,6105,9000152743,6105 AAA,79,CLIENTE 79,217,OU 217,3,14369,DRIVER 14369
356363056633169,5305,5720,9000156501,5720 AAA,140,CLIENTE 140,,SIN OU,3,,SIN DRIVER
356363056643796,5926,5985,9000156533,5985 AAA,20,CLIENTE 20,1562,OU 1562,3,14163,DRIVER 14163
356363056643689,5054,3920,9000156547,3920 AAA,102,CLIENTE 102,240,OU 240,3,13168,DRIVER 13168
356363056750930,3338,3961,9000148340,3961 AAA,1,CLIENTE 1,1,OU 1,,11350,DRIVER 11350
356363056720925,3442,5507,9000149208,5507 AAA,231,CLIENTE 231,2008,OU 2008,1,13739,DRIVER 13739
356363056722269,3445,5512,9000149221,5512 AAA,231,CLIENTE 231,2007,OU 2007,1,13742,DRIVER 13742
359006059475610,3448,4001,9000149235,4001 AAA,231,CLIENTE 231,2004,OU 2004,1,12655,DRIVER 12655
356363056794094,3459,5590,9000149330,5590 AAA,231,CLIENTE 231,2007,OU 2007,1,13874,DRIVER 13874
356363056733068,3472,5511,9000149637,5511 AAA,231,CLIENTE 231,2007,OU 2007,1,13741,DRIVER 13741
356363056745286,3480,5514,9000150072,5514 AAA,231,CLIENTE 231,2007,OU 2007,1,13744,DRIVER 13744
356363056727920,3383,5589,9000148273,5589 AAA,231,CLIENTE 231,2007,OU 2007,1,13873,DRIVER 13873
356363056744735,3387,5516,9000148360,5516 AAA,231,CLIENTE 231,2007,OU 2007,1,13746,DRIVER 13746
356363056751045,3393,5515,9000148548,5515 AAA,231,CLIENTE 231,2007,OU 2007,1,13745,DRIVER 13745
359006059444715,3410,5587,9000148835,5587 AAA,231,CLIENTE 231,2007,OU 2007,1,13871,DRIVER 13871
359006059449193,3413,5508,9000148936,5508 AAA,231,CLIENTE 231,2007,OU 2007,1,13740,DRIVER 13740
356363056781554,3420,5588,9000148996,5588 AAA,231,CLIENTE 231,2007,OU 2007,1,13872,DRIVER 13872
359006059455190,3426,5513,9000149074,5513 AAA,231,CLIENTE 231,2007,OU 2007,1,13743,DRIVER 13743
359006059457303,3788,4190,9000148774,4190 AAA,239,CLIENTE 239,1678,OU 1678,3,12845,DRIVER 12845
359006059481287,3787,4191,9000148463,4191 AAA,239,CLIENTE 239,1680,OU 1680,3,12844,DRIVER 12844
359858024380295,5445,5778,9000121235,5778 AAA,434,CLIENTE 434,,SIN OU,3,,SIN DRIVER
359006059464218,4198,4711,9000151438,4711 AAA,108,CLIENTE 108,1447,OU 1447,1,13678,DRIVER 13678
353705061085020,4252,4689,9000152345,4689 AAA,108,CLIENTE 108,1444,OU 1444,1,13644,DRIVER 13644
353705060982151,4257,4692,9000152447,4692 AAA,108,CLIENTE 108,1444,OU 1444,1,13649,DRIVER 13649
356363056636618,5297,5945,9000156429,5945 AAA,108,CLIENTE 108,,SIN OU,1,,SIN DRIVER
359006059459747,5558,5942,9000152284,5942 AAA,108,CLIENTE 108,,SIN OU,1,,SIN DRIVER
353705061084205,5559,5943,9000152563,5943 AAA,108,CLIENTE 108,,SIN OU,1,,SIN DRIVER
353705060984793,5560,5944,9000152608,5944 AAA,108,CLIENTE 108,,SIN OU,1,,SIN DRIVER
355504069003749,5923,4727,9000172764,4727 AAA,108,CLIENTE 108,1452,OU 1452,1,13674,DRIVER 13674
356363051372193,1976,4600,9000139350,4600 AAA,39,CLIENTE 39,163,OU 163,3,11471,DRIVER 11471
356363051372193,1976,4600,9000139350,4600 AAA,39,CLIENTE 39,163,OU 163,3,12093,DRIVER 12093
356363051376723,1292,2024,9000138321,2024 AAA,15,CLIENTE 15,50,OU 50,3,12128,DRIVER 12128
355504069000356,5911,6302,9000172703,6302 AAA,212,CLIENTE 212,,SIN OU,3,,SIN DRIVER
355504069003202,5965,6353,9000172397,6353 AAA,176,CLIENTE 176,,SIN OU,3,,SIN DRIVER
359006059432397,5658,6047,9000151364,6047 AAA,1461,CLIENTE 1461,,SIN OU,3,,SIN DRIVER
353705061039712,5236,6450,9000155330,6450 AAA,1546,CLIENTE 1546,,SIN OU,,,SIN DRIVER
359006059485106,3780,4188,9000148403,4188 AAA,15,CLIENTE 15,,SIN OU,3,,SIN DRIVER
359006059465629,4044,4557,9000151329,4557 AAA,194,CLIENTE 194,,SIN OU,3,,SIN DRIVER
353705060963508,5195,6330,9000152372,6330 AAA,1514,CLIENTE 1514,,SIN OU,3,,SIN DRIVER
353705061081680,3935,4487,9000152739,4487 AAA,79,CLIENTE 79,217,OU 217,3,12842,DRIVER 12842
355504069005223,5938,6325,9000173038,6325 AAA,1510,CLIENTE 1510,,SIN OU,3,,SIN DRIVER
355504069053629,5941,6328,9000172605,6328 AAA,1510,CLIENTE 1510,,SIN OU,3,,SIN DRIVER
356363056596622,5228,6418,9000155125,6418 AAA,1530,CLIENTE 1530,,SIN OU,,,SIN DRIVER
355504069168328,5960,6347,9000173697,6347 AAA,25,CLIENTE 25,,SIN OU,3,,SIN DRIVER
355504069130302,6038,6430,9000172669,6430 AAA,25,CLIENTE 25,,SIN OU,3,,SIN DRIVER
353705065568922,5966,6354,9000173294,6354 AAA,79,CLIENTE 79,,SIN OU,3,,SIN DRIVER
355504069037689,5819,6219,9000173726,6219 AAA,215,CLIENTE 215,1627,OU 1627,3,14606,DRIVER 14606
356363056635743,5322,6427,9000156655,6427 AAA,81,CLIENTE 81,,SIN OU,3,,SIN DRIVER
356363056631643,4549,5180,9000156401,5180 AAA,279,CLIENTE 279,,SIN OU,3,,SIN DRIVER
356363056751243,5177,4356,9000149232,4356 AAA,144,CLIENTE 144,,SIN OU,3,,SIN DRIVER
353705061082456,5668,6057,9000152468,6057 AAA,79,CLIENTE 79,217,OU 217,3,14473,DRIVER 14473
353705060961627,5670,6059,9000152597,6059 AAA,79,CLIENTE 79,217,OU 217,3,14481,DRIVER 14481
359006059473003,5683,6071,9000151789,6071 AAA,79,CLIENTE 79,217,OU 217,3,14479,DRIVER 14479
355504069134544,5684,6072,9000172503,6072 AAA,79,CLIENTE 79,217,OU 217,3,14476,DRIVER 14476
355504069130112,5686,6074,9000173400,6074 AAA,79,CLIENTE 79,217,OU 217,3,14478,DRIVER 14478
359006059459507,5664,6054,9000152282,6054 AAA,79,CLIENTE 79,217,OU 217,3,14477,DRIVER 14477
353705061084064,5663,6055,9000152717,6055 AAA,79,CLIENTE 79,217,OU 217,3,14474,DRIVER 14474
353705061083843,5667,6056,9000152580,6056 AAA,79,CLIENTE 79,217,OU 217,3,14470,DRIVER 14470
353705065567379,5922,6310,9000173292,6310 AAA,1503,CLIENTE 1503,,SIN OU,3,,SIN DRIVER
355504069033803,5748,6152,9000173728,6152 AAA,384,CLIENTE 384,,SIN OU,3,,SIN DRIVER
353705061037732,5541,5915,9000155818,5915 AAA,430,CLIENTE 430,,SIN OU,3,,SIN DRIVER
355504069006908,5929,6312,9000172849,6312 AAA,119,CLIENTE 119,,SIN OU,3,,SIN DRIVER
355504069131367,5767,6182,9000172434,6182 AAA,79,CLIENTE 79,217,OU 217,3,14495,DRIVER 14495
355504069152850,5801,6183,9000172367,6183 AAA,79,CLIENTE 79,217,OU 217,3,14494,DRIVER 14494
353705061083017,4029,4544,9000152415,4544 AAA,79,CLIENTE 79,217,OU 217,3,14510,DRIVER 14510
355504069184036,5890,6281,9000173433,6281 AAA,102,CLIENTE 102,,SIN OU,3,,SIN DRIVER
355504068993924,6020,6411,9000173000,6411 AAA,1529,CLIENTE 1529,,SIN OU,,,SIN DRIVER
355504069132035,6021,6412,9000173289,6412 AAA,1529,CLIENTE 1529,,SIN OU,,,SIN DRIVER
355504069013631,6022,6413,9000173710,6413 AAA,1529,CLIENTE 1529,,SIN OU,,,SIN DRIVER
355504069168500,6178,6458,9000173707,6458 AAA,1473,CLIENTE 1473,,SIN OU,3,,SIN DRIVER
355504069053090,6161,6456,9000172976,6456 AAA,1473,CLIENTE 1473,,SIN OU,3,,SIN DRIVER
355504069038737,6174,6457,9000173556,6457 AAA,1473,CLIENTE 1473,,SIN OU,3,,SIN DRIVER
355504069132191,6131,6443,9000172334,6443 AAA,1544,CLIENTE 1544,,SIN OU,,,SIN DRIVER
359006059479778,5178,6477,9000149482,6477 AAA,336,CLIENTE 336,,SIN OU,1,,SIN DRIVER
355504069014704,5957,6344,9000173691,6344 AAA,79,CLIENTE 79,,SIN OU,3,,SIN DRIVER
355504068991050,6018,6409,9000173006,6409 AAA,1528,CLIENTE 1528,,SIN OU,,,SIN DRIVER
353705061084841,4132,4384,9000152593,4384 AAA,102,CLIENTE 102,243,OU 243,3,13880,DRIVER 13880
353705061059314,4666,5395,9000155481,5395 AAA,102,CLIENTE 102,243,OU 243,3,13886,DRIVER 13886
353705061030117,4667,5396,9000155585,5396 AAA,102,CLIENTE 102,243,OU 243,3,13870,DRIVER 13870
356363056644554,4676,5403,9000156435,5403 AAA,102,CLIENTE 102,243,OU 243,3,13878,DRIVER 13878
